,Winner,Pegs removed
1590,1,"[[(0, 0), (0, 2)], [(2, 3), (3, 3)], [(1, 2), (1, 4)], [(4, 4)], [(4, 0)], [(2, 1), (2, 2)], [(3, 0)]]"
1591,1,"[[(4, 4), (1, 4)], [(2, 1), (2, 3), (2, 2)], [(3, 0), (3, 3)], [(0, 2), (1, 2)], [(0, 0), (4, 0)]]"
1592,1,"[[(2, 1)], [(1, 2), (2, 2)], [(1, 4)], [(4, 0), (4, 4)], [(2, 3)], [(3, 0), (3, 3)], [(0, 0), (0, 2)]]"
1593,1,"[[(0, 2), (1, 2), (2, 2)], [(1, 4)], [(4, 4)], [(2, 1)], [(3, 0), (0, 0)], [(4, 0)], [(2, 3), (3, 3)]]"
1594,1,"[[(4, 4), (1, 4)], [(4, 0)], [(0, 0)], [(1, 2)], [(0, 2)], [(2, 3), (3, 3)], [(2, 2)], [(3, 0)], [(2, 1)]]"
1595,1,"[[(1, 4)], [(0, 0)], [(2, 1), (2, 3)], [(4, 4)], [(0, 2)], [(3, 3)], [(4, 0)], [(3, 0)], [(1, 2), (2, 2)]]"
1596,2,"[[(2, 1), (2, 3)], [(0, 2), (0, 0)], [(3, 3)], [(4, 4)], [(3, 0)], [(4, 0)], [(1, 4)], [(1, 2), (2, 2)]]"
1597,1,"[[(1, 2)], [(1, 4)], [(3, 3), (2, 3)], [(4, 0)], [(3, 0)], [(2, 2), (0, 2)], [(2, 1)], [(4, 4)], [(0, 0)]]"
1598,2,"[[(4, 4)], [(1, 4)], [(3, 3)], [(2, 3)], [(4, 0), (0, 0)], [(0, 2)], [(2, 2)], [(2, 1)], [(3, 0)], [(1, 2)]]"
1599,1,"[[(0, 0), (0, 2)], [(1, 2), (1, 4)], [(3, 3), (3, 0)], [(2, 2)], [(2, 1)], [(2, 3)], [(4, 0), (4, 4)]]"
1600,1,"[[(4, 0), (0, 0)], [(1, 4), (4, 4)], [(0, 2)], [(3, 3)], [(3, 0)], [(2, 2)], [(2, 1)], [(1, 2)], [(2, 3)]]"
1601,1,"[[(3, 3)], [(1, 4)], [(1, 2)], [(4, 4)], [(2, 2), (0, 2)], [(0, 0)], [(3, 0)], [(4, 0)], [(2, 1), (2, 3)]]"
1602,2,"[[(1, 2)], [(4, 4), (1, 4)], [(4, 0)], [(2, 1)], [(3, 0)], [(0, 0)], [(2, 2), (0, 2)], [(2, 3), (3, 3)]]"
1603,2,"[[(3, 3), (2, 3)], [(4, 0), (4, 4)], [(3, 0)], [(0, 0), (0, 2)], [(2, 2)], [(1, 2)], [(2, 1)], [(1, 4)]]"
1604,1,"[[(1, 4)], [(1, 2)], [(2, 2), (0, 2)], [(2, 1)], [(3, 0), (0, 0), (4, 0)], [(4, 4)], [(2, 3), (3, 3)]]"
1605,1,"[[(3, 0)], [(4, 0), (0, 0)], [(1, 4), (4, 4)], [(2, 3)], [(1, 2), (2, 2), (0, 2)], [(3, 3)], [(2, 1)]]"
1606,1,"[[(3, 3), (2, 3)], [(0, 0), (0, 2)], [(4, 4)], [(2, 2)], [(1, 2)], [(1, 4)], [(4, 0)], [(2, 1)], [(3, 0)]]"
1607,2,"[[(0, 2)], [(1, 4), (4, 4)], [(2, 3)], [(3, 3)], [(2, 2)], [(2, 1)], [(1, 2)], [(0, 0), (3, 0), (4, 0)]]"
1608,1,"[[(4, 4), (1, 4)], [(0, 0)], [(3, 3)], [(3, 0)], [(4, 0)], [(1, 2), (0, 2)], [(2, 1), (2, 2), (2, 3)]]"
1609,2,"[[(1, 4)], [(3, 0)], [(4, 0), (0, 0)], [(1, 2)], [(4, 4)], [(3, 3)], [(2, 1)], [(2, 2)], [(0, 2)], [(2, 3)]]"
1610,1,"[[(1, 2)], [(0, 0)], [(4, 0)], [(0, 2)], [(3, 0)], [(3, 3)], [(1, 4)], [(4, 4)], [(2, 1), (2, 2), (2, 3)]]"
1611,2,"[[(2, 1)], [(4, 0), (0, 0), (3, 0)], [(1, 2), (1, 4)], [(0, 2)], [(3, 3)], [(2, 2)], [(4, 4)], [(2, 3)]]"
1612,2,"[[(4, 4), (4, 0)], [(3, 0), (0, 0)], [(3, 3)], [(2, 3)], [(2, 1)], [(2, 2)], [(1, 4)], [(0, 2), (1, 2)]]"
1613,1,"[[(3, 0)], [(1, 4), (1, 2)], [(2, 1), (2, 2)], [(3, 3)], [(4, 0)], [(4, 4)], [(0, 2)], [(0, 0)], [(2, 3)]]"
1614,1,"[[(2, 1)], [(4, 0)], [(1, 4)], [(0, 2), (2, 2), (1, 2)], [(3, 3)], [(3, 0)], [(4, 4)], [(0, 0)], [(2, 3)]]"
1615,1,"[[(2, 1), (2, 3), (2, 2)], [(0, 2), (1, 2)], [(1, 4)], [(4, 4)], [(4, 0)], [(3, 3)], [(0, 0), (3, 0)]]"
1616,2,"[[(4, 0), (4, 4)], [(1, 2)], [(2, 2)], [(2, 3), (3, 3)], [(1, 4)], [(2, 1)], [(0, 2)], [(0, 0), (3, 0)]]"
1617,1,"[[(0, 2), (0, 0)], [(4, 0)], [(2, 3), (2, 2), (2, 1)], [(3, 3)], [(3, 0)], [(1, 4), (1, 2)], [(4, 4)]]"
1618,1,"[[(4, 4), (1, 4)], [(2, 1)], [(3, 3), (3, 0)], [(2, 3), (2, 2)], [(0, 2), (0, 0)], [(4, 0)], [(1, 2)]]"
1619,1,"[[(2, 3), (2, 2), (2, 1)], [(3, 0), (3, 3)], [(1, 2)], [(4, 4), (1, 4)], [(0, 0)], [(0, 2)], [(4, 0)]]"
1620,1,"[[(1, 2), (0, 2)], [(2, 1)], [(3, 3), (3, 0)], [(2, 3)], [(4, 0), (0, 0)], [(2, 2)], [(1, 4), (4, 4)]]"
1621,1,"[[(2, 2), (2, 1)], [(3, 3)], [(1, 4), (4, 4)], [(0, 0), (3, 0), (4, 0)], [(1, 2)], [(2, 3)], [(0, 2)]]"
1622,1,"[[(2, 3), (3, 3)], [(3, 0)], [(4, 0), (0, 0)], [(1, 2), (1, 4)], [(2, 1)], [(0, 2), (2, 2)], [(4, 4)]]"
1623,1,"[[(3, 0)], [(0, 0), (0, 2)], [(4, 0)], [(1, 2), (2, 2)], [(2, 1)], [(4, 4), (1, 4)], [(2, 3), (3, 3)]]"
1624,1,"[[(0, 2), (0, 0)], [(4, 0)], [(2, 2)], [(1, 4), (1, 2)], [(3, 3)], [(4, 4)], [(2, 1)], [(2, 3)], [(3, 0)]]"
1625,1,"[[(2, 1)], [(0, 0)], [(1, 2), (0, 2), (2, 2)], [(4, 4), (4, 0)], [(1, 4)], [(2, 3), (3, 3)], [(3, 0)]]"
1626,2,"[[(3, 0)], [(4, 4), (1, 4)], [(4, 0)], [(0, 0)], [(0, 2)], [(2, 1)], [(3, 3), (2, 3)], [(1, 2), (2, 2)]]"
1627,2,"[[(1, 4), (1, 2)], [(2, 3)], [(0, 0), (4, 0)], [(4, 4)], [(2, 2)], [(2, 1)], [(3, 0), (3, 3)], [(0, 2)]]"
1628,2,"[[(4, 4)], [(1, 2)], [(2, 2)], [(1, 4)], [(2, 1)], [(2, 3), (3, 3)], [(0, 2)], [(0, 0), (3, 0), (4, 0)]]"
1629,2,"[[(1, 2), (1, 4)], [(3, 0), (3, 3)], [(0, 2)], [(4, 4)], [(2, 2)], [(2, 3)], [(2, 1)], [(0, 0), (4, 0)]]"
1630,1,"[[(4, 4), (4, 0)], [(1, 4)], [(0, 2)], [(1, 2)], [(3, 0)], [(3, 3)], [(2, 2), (2, 3)], [(2, 1)], [(0, 0)]]"
1631,1,"[[(2, 2), (1, 2), (0, 2)], [(0, 0)], [(3, 0), (3, 3)], [(2, 3)], [(1, 4)], [(2, 1)], [(4, 0), (4, 4)]]"
1632,2,"[[(0, 2), (1, 2)], [(2, 3), (3, 3)], [(0, 0), (3, 0), (4, 0)], [(4, 4)], [(2, 2), (2, 1)], [(1, 4)]]"
1633,2,"[[(3, 0), (4, 0), (0, 0)], [(0, 2), (1, 2)], [(2, 2)], [(4, 4), (1, 4)], [(2, 3), (3, 3)], [(2, 1)]]"
1634,2,"[[(4, 4), (4, 0)], [(0, 2), (0, 0)], [(3, 3)], [(3, 0)], [(2, 2), (2, 1), (2, 3)], [(1, 2), (1, 4)]]"
1635,2,"[[(0, 0), (0, 2)], [(4, 4)], [(2, 3), (2, 1)], [(3, 3)], [(4, 0)], [(1, 2), (2, 2)], [(1, 4)], [(3, 0)]]"
1636,2,"[[(2, 2)], [(3, 3), (2, 3)], [(2, 1)], [(4, 4)], [(3, 0)], [(0, 2), (0, 0)], [(4, 0)], [(1, 2), (1, 4)]]"
1637,2,"[[(3, 3)], [(0, 2)], [(2, 2)], [(3, 0)], [(2, 1)], [(1, 2)], [(0, 0)], [(2, 3)], [(4, 4), (1, 4)], [(4, 0)]]"
1638,2,"[[(2, 2), (2, 3), (2, 1)], [(1, 4), (4, 4)], [(0, 2)], [(1, 2)], [(3, 3), (3, 0)], [(0, 0), (4, 0)]]"
1639,2,"[[(0, 2), (0, 0)], [(3, 3)], [(2, 3)], [(2, 1)], [(4, 4)], [(4, 0)], [(3, 0)], [(1, 2)], [(2, 2)], [(1, 4)]]"
1640,2,"[[(2, 1)], [(1, 2)], [(2, 3)], [(2, 2)], [(4, 0)], [(0, 0), (3, 0)], [(4, 4)], [(1, 4)], [(0, 2)], [(3, 3)]]"
1641,2,"[[(0, 2), (1, 2), (2, 2)], [(1, 4), (4, 4)], [(2, 3)], [(4, 0)], [(2, 1)], [(3, 0)], [(0, 0)], [(3, 3)]]"
1642,1,"[[(4, 0)], [(3, 0), (3, 3)], [(1, 4), (1, 2)], [(2, 2)], [(0, 2)], [(0, 0)], [(2, 1)], [(4, 4)], [(2, 3)]]"
1643,1,"[[(3, 0), (0, 0)], [(3, 3)], [(2, 3)], [(0, 2)], [(1, 4), (4, 4)], [(2, 2)], [(4, 0)], [(2, 1)], [(1, 2)]]"
1644,1,"[[(0, 2)], [(4, 4), (4, 0)], [(2, 3), (3, 3)], [(1, 2)], [(2, 1)], [(0, 0)], [(1, 4)], [(3, 0)], [(2, 2)]]"
1645,1,"[[(4, 0), (4, 4)], [(0, 2)], [(2, 2)], [(1, 2)], [(1, 4)], [(0, 0)], [(2, 1)], [(2, 3)], [(3, 0), (3, 3)]]"
1646,2,"[[(0, 2)], [(1, 2)], [(4, 4)], [(2, 1)], [(1, 4)], [(2, 2), (2, 3)], [(3, 3)], [(0, 0), (3, 0), (4, 0)]]"
1647,2,"[[(2, 1), (2, 3), (2, 2)], [(4, 4), (1, 4)], [(1, 2)], [(0, 2)], [(3, 3)], [(0, 0), (3, 0), (4, 0)]]"
1648,2,"[[(2, 2), (0, 2), (1, 2)], [(4, 4)], [(2, 1)], [(2, 3)], [(3, 0), (3, 3)], [(4, 0)], [(1, 4)], [(0, 0)]]"
1649,1,"[[(4, 4)], [(2, 2)], [(1, 2)], [(3, 3), (2, 3)], [(0, 0)], [(0, 2)], [(2, 1)], [(1, 4)], [(3, 0), (4, 0)]]"
1650,2,"[[(2, 2)], [(3, 0), (4, 0), (0, 0)], [(3, 3), (2, 3)], [(1, 2)], [(0, 2)], [(4, 4)], [(1, 4)], [(2, 1)]]"
1651,2,"[[(2, 1)], [(4, 0), (3, 0)], [(0, 0)], [(0, 2), (2, 2), (1, 2)], [(3, 3), (2, 3)], [(1, 4), (4, 4)]]"
1652,1,"[[(4, 0)], [(1, 2), (1, 4)], [(3, 3), (3, 0)], [(4, 4)], [(2, 2)], [(2, 1)], [(0, 0)], [(2, 3)], [(0, 2)]]"
1653,1,"[[(3, 0), (4, 0), (0, 0)], [(2, 1), (2, 3), (2, 2)], [(0, 2)], [(1, 2)], [(4, 4)], [(1, 4)], [(3, 3)]]"
1654,2,"[[(4, 4)], [(1, 4)], [(3, 0)], [(3, 3)], [(2, 3)], [(0, 0)], [(1, 2)], [(2, 1)], [(0, 2), (2, 2)], [(4, 0)]]"
1655,1,"[[(3, 3)], [(2, 1)], [(3, 0)], [(1, 2)], [(2, 2), (0, 2)], [(2, 3)], [(1, 4)], [(0, 0)], [(4, 0), (4, 4)]]"
1656,1,"[[(1, 2), (0, 2)], [(2, 1)], [(3, 3), (2, 3)], [(4, 4), (4, 0)], [(1, 4)], [(0, 0), (3, 0)], [(2, 2)]]"
1657,1,"[[(1, 4), (4, 4)], [(0, 2)], [(2, 1)], [(2, 2)], [(0, 0), (3, 0)], [(1, 2)], [(2, 3)], [(4, 0)], [(3, 3)]]"
1658,2,"[[(0, 0)], [(1, 2), (0, 2)], [(2, 1)], [(2, 2)], [(3, 3), (3, 0)], [(4, 0), (4, 4)], [(1, 4)], [(2, 3)]]"
1659,2,"[[(2, 2), (0, 2)], [(2, 3)], [(4, 4)], [(4, 0)], [(2, 1)], [(0, 0)], [(1, 2)], [(3, 3)], [(3, 0)], [(1, 4)]]"
1660,1,"[[(1, 2)], [(3, 0), (4, 0), (0, 0)], [(2, 3), (2, 1), (2, 2)], [(3, 3)], [(4, 4)], [(1, 4)], [(0, 2)]]"
1661,2,"[[(4, 0)], [(3, 0), (0, 0)], [(1, 4), (4, 4)], [(1, 2)], [(3, 3)], [(2, 1)], [(2, 3)], [(0, 2), (2, 2)]]"
1662,1,"[[(3, 3)], [(4, 0), (4, 4)], [(0, 2)], [(2, 3)], [(2, 2), (1, 2)], [(0, 0)], [(2, 1)], [(1, 4)], [(3, 0)]]"
1663,1,"[[(3, 3), (2, 3)], [(2, 1)], [(3, 0)], [(0, 2)], [(1, 2)], [(1, 4)], [(0, 0), (4, 0)], [(2, 2)], [(4, 4)]]"
1664,1,"[[(1, 2), (1, 4)], [(2, 2), (0, 2)], [(2, 1)], [(3, 0), (3, 3)], [(0, 0)], [(2, 3)], [(4, 0), (4, 4)]]"
1665,1,"[[(3, 3)], [(2, 3)], [(2, 1)], [(4, 4)], [(4, 0)], [(1, 4)], [(3, 0)], [(2, 2), (1, 2), (0, 2)], [(0, 0)]]"
1666,2,"[[(1, 4)], [(0, 0), (0, 2)], [(1, 2)], [(2, 1)], [(4, 4)], [(4, 0)], [(2, 2), (2, 3)], [(3, 0), (3, 3)]]"
1667,2,"[[(2, 3)], [(4, 0), (4, 4)], [(2, 2), (2, 1)], [(0, 2), (0, 0)], [(3, 3)], [(1, 2)], [(1, 4)], [(3, 0)]]"
1668,2,"[[(2, 1)], [(4, 4)], [(2, 2), (2, 3)], [(3, 0), (0, 0)], [(3, 3)], [(1, 4)], [(4, 0)], [(0, 2), (1, 2)]]"
1669,1,"[[(0, 2), (2, 2)], [(2, 1)], [(2, 3), (3, 3)], [(4, 0)], [(3, 0)], [(1, 4)], [(1, 2)], [(0, 0)], [(4, 4)]]"
1670,2,"[[(0, 0)], [(1, 4)], [(2, 2), (2, 1)], [(2, 3), (3, 3)], [(1, 2)], [(0, 2)], [(4, 4)], [(3, 0), (4, 0)]]"
1671,2,"[[(1, 2), (1, 4)], [(0, 2)], [(0, 0)], [(3, 0), (3, 3)], [(4, 0)], [(2, 3)], [(4, 4)], [(2, 1), (2, 2)]]"
1672,2,"[[(3, 0)], [(1, 4), (1, 2)], [(4, 4)], [(3, 3), (2, 3)], [(0, 2), (2, 2)], [(0, 0)], [(2, 1)], [(4, 0)]]"
1673,2,"[[(1, 4), (1, 2)], [(0, 0), (4, 0), (3, 0)], [(2, 2)], [(2, 1)], [(4, 4)], [(3, 3)], [(0, 2)], [(2, 3)]]"
1674,2,"[[(2, 1)], [(0, 2)], [(2, 2), (2, 3)], [(1, 4)], [(3, 3)], [(4, 4)], [(1, 2)], [(0, 0), (3, 0), (4, 0)]]"
1675,2,"[[(2, 3), (3, 3)], [(4, 4)], [(4, 0), (0, 0), (3, 0)], [(1, 2), (1, 4)], [(0, 2)], [(2, 1), (2, 2)]]"
1676,2,"[[(1, 2), (2, 2)], [(0, 2)], [(2, 3)], [(2, 1)], [(0, 0), (4, 0), (3, 0)], [(1, 4)], [(3, 3)], [(4, 4)]]"
1677,2,"[[(2, 2)], [(0, 2)], [(0, 0)], [(3, 3), (3, 0)], [(2, 3), (2, 1)], [(4, 0)], [(1, 2), (1, 4)], [(4, 4)]]"
1678,2,"[[(2, 3)], [(4, 0)], [(0, 0), (3, 0)], [(4, 4)], [(0, 2)], [(2, 1)], [(3, 3)], [(1, 2)], [(2, 2)], [(1, 4)]]"
1679,1,"[[(0, 2)], [(0, 0)], [(2, 1), (2, 2)], [(4, 0), (3, 0)], [(4, 4), (1, 4)], [(1, 2)], [(2, 3), (3, 3)]]"
1680,2,"[[(1, 2), (1, 4)], [(0, 2), (2, 2)], [(3, 3)], [(2, 1)], [(3, 0)], [(2, 3)], [(4, 4)], [(0, 0), (4, 0)]]"
1681,1,"[[(2, 1)], [(1, 4)], [(1, 2), (0, 2)], [(4, 4)], [(2, 2)], [(0, 0)], [(4, 0)], [(3, 0), (3, 3)], [(2, 3)]]"
1682,1,"[[(2, 3), (3, 3)], [(2, 1)], [(4, 4)], [(1, 2)], [(2, 2)], [(4, 0)], [(3, 0)], [(1, 4)], [(0, 0), (0, 2)]]"
1683,1,"[[(1, 2), (1, 4)], [(2, 2)], [(4, 4)], [(3, 3), (3, 0)], [(0, 2)], [(2, 3)], [(4, 0)], [(0, 0)], [(2, 1)]]"
1684,1,"[[(2, 1), (2, 3)], [(3, 0)], [(1, 4)], [(4, 0), (0, 0)], [(0, 2)], [(4, 4)], [(2, 2)], [(3, 3)], [(1, 2)]]"
1685,1,"[[(3, 0)], [(0, 0), (0, 2)], [(2, 1)], [(4, 0), (4, 4)], [(1, 4)], [(1, 2)], [(2, 3)], [(2, 2)], [(3, 3)]]"
1686,2,"[[(2, 3)], [(1, 4), (1, 2)], [(0, 0), (3, 0)], [(4, 4)], [(3, 3)], [(2, 2), (0, 2)], [(2, 1)], [(4, 0)]]"
1687,1,"[[(2, 2)], [(2, 1)], [(3, 3)], [(4, 0)], [(2, 3)], [(0, 2)], [(4, 4)], [(1, 4)], [(0, 0)], [(3, 0)], [(1, 2)]]"
1688,1,"[[(0, 0)], [(1, 2)], [(1, 4)], [(0, 2)], [(3, 0), (4, 0)], [(2, 1)], [(2, 3), (2, 2)], [(4, 4)], [(3, 3)]]"
1689,2,"[[(2, 2), (2, 3)], [(1, 4), (1, 2)], [(0, 2)], [(3, 3)], [(0, 0)], [(2, 1)], [(3, 0), (4, 0)], [(4, 4)]]"
1690,1,"[[(3, 3), (3, 0)], [(1, 4)], [(2, 1)], [(4, 0)], [(4, 4)], [(2, 3)], [(2, 2)], [(0, 0)], [(0, 2), (1, 2)]]"
1691,1,"[[(3, 0)], [(0, 0), (0, 2)], [(4, 0)], [(2, 3), (3, 3)], [(2, 2)], [(1, 4)], [(4, 4)], [(1, 2)], [(2, 1)]]"
1692,1,"[[(0, 2)], [(3, 3), (3, 0)], [(2, 1)], [(4, 0)], [(1, 2), (1, 4)], [(2, 3)], [(0, 0)], [(4, 4)], [(2, 2)]]"
1693,1,"[[(1, 4), (1, 2)], [(3, 0), (3, 3)], [(2, 1)], [(4, 0)], [(4, 4)], [(2, 2), (2, 3)], [(0, 0), (0, 2)]]"
1694,2,"[[(1, 4)], [(4, 0)], [(4, 4)], [(0, 0)], [(1, 2)], [(2, 1)], [(3, 0)], [(0, 2)], [(3, 3)], [(2, 2), (2, 3)]]"
1695,2,"[[(2, 2)], [(1, 2), (1, 4)], [(2, 1)], [(2, 3)], [(4, 0)], [(3, 3)], [(0, 2)], [(3, 0)], [(4, 4)], [(0, 0)]]"
1696,1,"[[(0, 2)], [(0, 0)], [(1, 4), (1, 2)], [(2, 1), (2, 2), (2, 3)], [(3, 3)], [(4, 0), (3, 0)], [(4, 4)]]"
1697,2,"[[(3, 3), (3, 0)], [(2, 1)], [(1, 4)], [(1, 2)], [(0, 0), (4, 0)], [(4, 4)], [(2, 3)], [(0, 2), (2, 2)]]"
1698,1,"[[(4, 4), (4, 0)], [(2, 1)], [(1, 4)], [(0, 0)], [(2, 2)], [(3, 0), (3, 3)], [(0, 2)], [(2, 3)], [(1, 2)]]"
1699,1,"[[(1, 2)], [(2, 1), (2, 2), (2, 3)], [(3, 0), (3, 3)], [(1, 4)], [(0, 0)], [(4, 0), (4, 4)], [(0, 2)]]"
1700,2,"[[(3, 3), (3, 0)], [(2, 2)], [(1, 4)], [(1, 2), (0, 2)], [(0, 0), (4, 0)], [(2, 1)], [(2, 3)], [(4, 4)]]"
1701,1,"[[(2, 1)], [(3, 3)], [(4, 0), (3, 0), (0, 0)], [(2, 2), (2, 3)], [(1, 4)], [(4, 4)], [(0, 2), (1, 2)]]"
1702,2,"[[(0, 2)], [(2, 3)], [(2, 2), (1, 2)], [(3, 3)], [(3, 0)], [(1, 4)], [(0, 0)], [(4, 4)], [(2, 1)], [(4, 0)]]"
1703,2,"[[(2, 3), (2, 2)], [(3, 0)], [(4, 4)], [(0, 0)], [(0, 2)], [(1, 2)], [(3, 3)], [(1, 4)], [(4, 0)], [(2, 1)]]"
1704,1,"[[(3, 3), (3, 0)], [(4, 4), (1, 4)], [(0, 0)], [(1, 2)], [(2, 2), (2, 1), (2, 3)], [(0, 2)], [(4, 0)]]"
1705,1,"[[(1, 4)], [(3, 0), (3, 3)], [(4, 4)], [(2, 3)], [(0, 0)], [(1, 2)], [(0, 2)], [(4, 0)], [(2, 1), (2, 2)]]"
1706,1,"[[(0, 0), (0, 2)], [(2, 3), (3, 3)], [(4, 4)], [(2, 1)], [(1, 2)], [(4, 0)], [(2, 2)], [(1, 4)], [(3, 0)]]"
1707,1,"[[(1, 4), (1, 2)], [(4, 4)], [(3, 0)], [(4, 0)], [(0, 0)], [(3, 3)], [(2, 3)], [(2, 1)], [(0, 2), (2, 2)]]"
1708,1,"[[(0, 2)], [(2, 3)], [(0, 0), (3, 0), (4, 0)], [(1, 2)], [(1, 4)], [(4, 4)], [(2, 2)], [(2, 1)], [(3, 3)]]"
1709,1,"[[(1, 2)], [(2, 2)], [(0, 0)], [(0, 2)], [(4, 0), (4, 4)], [(3, 3), (2, 3)], [(2, 1)], [(3, 0)], [(1, 4)]]"
1710,2,"[[(0, 0), (3, 0), (4, 0)], [(1, 2), (2, 2), (0, 2)], [(2, 3), (3, 3)], [(1, 4)], [(2, 1)], [(4, 4)]]"
1711,2,"[[(4, 4), (4, 0)], [(2, 1)], [(2, 3), (2, 2)], [(3, 0), (0, 0)], [(1, 2)], [(3, 3)], [(1, 4)], [(0, 2)]]"
1712,1,"[[(2, 2), (1, 2)], [(1, 4)], [(2, 1)], [(0, 0), (0, 2)], [(2, 3), (3, 3)], [(4, 4)], [(3, 0), (4, 0)]]"
1713,2,"[[(2, 2), (2, 3), (2, 1)], [(0, 2)], [(4, 0), (4, 4)], [(3, 3)], [(3, 0), (0, 0)], [(1, 2), (1, 4)]]"
1714,2,"[[(2, 3), (3, 3)], [(0, 0)], [(2, 2), (1, 2)], [(1, 4)], [(4, 0), (3, 0)], [(4, 4)], [(0, 2)], [(2, 1)]]"
1715,2,"[[(4, 4)], [(0, 0), (3, 0), (4, 0)], [(3, 3)], [(1, 4)], [(0, 2), (1, 2), (2, 2)], [(2, 1), (2, 3)]]"
1716,2,"[[(1, 4)], [(0, 0), (0, 2)], [(3, 0)], [(3, 3)], [(4, 0)], [(2, 3), (2, 1), (2, 2)], [(1, 2)], [(4, 4)]]"
1717,1,"[[(2, 1)], [(0, 0)], [(4, 4)], [(1, 4)], [(4, 0)], [(3, 0)], [(2, 2)], [(3, 3)], [(1, 2)], [(2, 3)], [(0, 2)]]"
1718,2,"[[(2, 2), (1, 2)], [(0, 0), (3, 0)], [(4, 0)], [(1, 4)], [(2, 3), (3, 3)], [(0, 2)], [(4, 4)], [(2, 1)]]"
1719,2,"[[(2, 3), (2, 2), (2, 1)], [(0, 2)], [(1, 2), (1, 4)], [(3, 3), (3, 0)], [(4, 0), (0, 0)], [(4, 4)]]"
1720,1,"[[(0, 2), (0, 0)], [(2, 1)], [(3, 3)], [(3, 0)], [(2, 3)], [(4, 0)], [(4, 4)], [(1, 2), (1, 4)], [(2, 2)]]"
1721,1,"[[(2, 1)], [(3, 0), (3, 3)], [(4, 4), (1, 4)], [(1, 2), (2, 2)], [(2, 3)], [(4, 0)], [(0, 0), (0, 2)]]"
1722,2,"[[(3, 0), (3, 3)], [(4, 4), (4, 0)], [(0, 0)], [(2, 2)], [(0, 2)], [(1, 2)], [(1, 4)], [(2, 1), (2, 3)]]"
1723,1,"[[(4, 0), (3, 0), (0, 0)], [(2, 3)], [(1, 2)], [(2, 2), (2, 1)], [(1, 4), (4, 4)], [(0, 2)], [(3, 3)]]"
1724,2,"[[(0, 0), (3, 0)], [(2, 1), (2, 2), (2, 3)], [(3, 3)], [(0, 2)], [(1, 2), (1, 4)], [(4, 0), (4, 4)]]"
1725,2,"[[(3, 3), (3, 0)], [(0, 0), (0, 2)], [(2, 1)], [(1, 2)], [(4, 0), (4, 4)], [(2, 2)], [(1, 4)], [(2, 3)]]"
1726,1,"[[(2, 1)], [(1, 4)], [(4, 4)], [(0, 2), (0, 0)], [(3, 0)], [(1, 2)], [(4, 0)], [(3, 3)], [(2, 2), (2, 3)]]"
1727,2,"[[(1, 2), (1, 4)], [(3, 3), (3, 0)], [(2, 3)], [(4, 4)], [(0, 0)], [(2, 2), (2, 1)], [(0, 2)], [(4, 0)]]"
1728,2,"[[(3, 3)], [(2, 2)], [(1, 2)], [(2, 1)], [(4, 0)], [(1, 4)], [(4, 4)], [(3, 0)], [(2, 3)], [(0, 0), (0, 2)]]"
1729,1,"[[(1, 4)], [(2, 2), (2, 1)], [(3, 3), (3, 0)], [(2, 3)], [(4, 0), (0, 0)], [(4, 4)], [(0, 2), (1, 2)]]"
1730,1,"[[(3, 3)], [(0, 2)], [(2, 3)], [(4, 4), (4, 0)], [(2, 2)], [(0, 0)], [(1, 2), (1, 4)], [(2, 1)], [(3, 0)]]"
1731,2,"[[(4, 0), (3, 0), (0, 0)], [(4, 4)], [(0, 2)], [(2, 3)], [(1, 4)], [(3, 3)], [(1, 2)], [(2, 1), (2, 2)]]"
1732,1,"[[(3, 0), (3, 3)], [(2, 2)], [(0, 0)], [(2, 1)], [(4, 4)], [(0, 2), (1, 2)], [(1, 4)], [(2, 3)], [(4, 0)]]"
1733,1,"[[(1, 2), (1, 4)], [(4, 4)], [(2, 3)], [(0, 0)], [(2, 2)], [(4, 0), (3, 0)], [(3, 3)], [(2, 1)], [(0, 2)]]"
1734,2,"[[(0, 0)], [(4, 0)], [(2, 1)], [(0, 2)], [(4, 4), (1, 4)], [(2, 2), (2, 3)], [(1, 2)], [(3, 0), (3, 3)]]"
1735,1,"[[(0, 0)], [(4, 4), (4, 0)], [(2, 3), (2, 2)], [(0, 2)], [(1, 4), (1, 2)], [(2, 1)], [(3, 0), (3, 3)]]"
1736,2,"[[(0, 0)], [(3, 0)], [(4, 4), (1, 4)], [(2, 3)], [(1, 2)], [(4, 0)], [(0, 2)], [(2, 1)], [(2, 2)], [(3, 3)]]"
1737,2,"[[(3, 0), (4, 0)], [(2, 1), (2, 2)], [(3, 3)], [(4, 4)], [(2, 3)], [(1, 2), (0, 2)], [(1, 4)], [(0, 0)]]"
1738,1,"[[(2, 1)], [(4, 4), (1, 4)], [(4, 0)], [(2, 2)], [(2, 3)], [(3, 0)], [(3, 3)], [(1, 2)], [(0, 0), (0, 2)]]"
1739,2,"[[(4, 4), (1, 4)], [(0, 0), (0, 2)], [(2, 1), (2, 2)], [(2, 3), (3, 3)], [(1, 2)], [(3, 0), (4, 0)]]"
1740,1,"[[(4, 0), (4, 4)], [(1, 4)], [(2, 2), (1, 2)], [(0, 0), (3, 0)], [(2, 3), (3, 3)], [(2, 1)], [(0, 2)]]"
